sentence,label
왜 오늘은 무슨 일이야 저번처럼 배가 아파,0
버스가 만차라서 버스가 안 멈추고 날 지나쳤어,0
돈 얼마 정도 주면 되는데 다음 버스 타면 지각이야,0
우리 집 앞에 경찰하고 방송국 기자들이 와 있어,0
그게 무슨 소리야 무슨 일이야 무슨 사건이 일어났나,0
몰라 짜증 나 길 막혀있어서 다른 길로 가야 해 버스정류장 갔는데 버스 놓쳤어 지각이야,0
진짜 큰일이네 얼른 와 담임 선생님 오셨어 내가 담임 선생님에게 말해둘게,0
또 지각이야 오늘 아침에 보일러 하수관이 터져서 집이 물바다가 됐어,0
어떡해 그럼 학교는 올 수 있어 괜찮아 교수님에게 말해줄게,0
갈 수 있어 뒷정리는 부모님께 맡겼어 근데 뒷정리를 도와주다가 버스를 놓쳤어,0
그래서 지각을 했구나 그러면 좀 있다가 동물병원 가야겠네 같이 가자,0
나 오늘 지각한 이유가 뭔지 알아 궁금하지,0
무슨 일인데 또 똥 싸다 늦었어 아니면 버스 놓쳤어,0
내가 그렇게 더러운 놈으로 보이니 오늘은 할머니가 무거운 짐 들고 지하철 계단 오르시길래 그거 도와주다 늦었어,0
와 의외로 착한 면이 있네 아주 의외야 착하다,0
예지야 오늘 왜 이렇게 화가 났어 무슨 일 있었어,0
진짜 화났겠다 우리 언니도 항상 내가 옷을 미리 챙겨놨을 때 그래,0
어쩔 땐 그냥 한 대 때려주고 싶다니깐 제발 안 그랬으면 좋겠어,0
두리야 너무 피곤해 죽을 거 같아 너도 그러지 않냐,0
오늘이 과제 제출 날이니까 어쩔 수 없지 집에 가서 일찍 자자,0
당연하지 오늘은 시부터 잘 거야 너도 집 일찍 가서 얼른 자,0
오늘 비 엄청 많이 오지 않냐 날씨가 안 좋아,0
맞아 오늘 비도 많이 오고 바람도 많이 불더라,0
그러니까 말이야 나 학교 오다가 우산이 뒤집혀서 망가졌어 새 우산 사느라 지각했잖아,0
그럴 만도 하다 바람도 많이 불었잖아 너 옷에 비 많이 맞았더라,0
내가 과제 해놓은 걸 식탁 위에 뒀는데 동생이 거기에 크레파스로 낙서를 해놨어,0
정말 그래서 어떻게 했어 과제 제출했어,0
다행히 제출했지 근데 과제 제출하려고 다시 과제 출력하다가 버스를 놓쳐서 지각했어,0
오늘 무슨 일 있었어 지각을 안 하던 애가 갑자기 지각해서 놀랐어,0
사실 오늘 비가 많이 왔잖아 그래서 학교 가는 길에 차 사고 나서 길이 많이 막혔어,0
그래 집에 가는 길에 조심히 운전해서 가야겠어,0
그래 난 너 오늘 지각해서 심란한 줄 알았어 동생은 괜찮을 거야,0
사촌 언니가 일이 있어서 늦게 병실에 도착했거든 어쩔 수가 없었어,0
그게 버스를 타려는데 지갑을 집에 놓고 왔어 그래서 다시 집으로 가서 지갑 들고 왔지,0
정말 싫었겠다 나도 저번에 그랬다가 지각을 했잖아,0
다음에는 지갑을 잘 챙겨야겠어 미리 확인해야지,0
나 도서부야 너는 어떤 동아리를 신청했어 영화감상 동아리,0
나도 도서부로 신청했어 곧 동아리 활동 시간이니까 같이 가자,0
그래 오늘은 부원 소개랑 어떤 활동을 하는지 설명해주겠네,0
도서부에서는 별로 크게 할 일은 없어 동아리 활동 시간에 원하는 책을 읽으면 돼,0
그 외에는 일이 없나요 도서 출납업무를 한다고 들었어요,0
그거는 도서부원들끼리 당번을 정해서 하는 거야 점심시간이랑 방과 후에 하면 돼,0
그렇군요 오늘 당번 정하겠네요 열심히 하겠습니다,0
영화감상 동아리에 온 것을 환영해 동아리 활동 시간마다 영화를 감상하면 돼,0
매주 어떤 영화를 보는 건가요 선생님이 임의로 정하는 건가요,0
그거는 아니고 동아리 부원들이 돌아가면서 매주 보고 싶은 영화를 정하는 거야,0
그래요 설명해주셔서 감사합니다 재밌는 영화를 보고 싶네요,0
너 영화감상 동아리에 가입했지 동아리 활동은 어때,0
굉장히 재미있어 매주 재밌는 영화를 보니까 말이야,0
그래 나도 영화감상 동아리에 가입할 걸 그랬어 수학 풀이 동아리에 들어가서 종일 수학 문제만 푼다고,0
힘들겠다 우리는 매주 영화 보고 감상문 써야 해서 불만이었는 데 너의 상황을 보니 괜찮은 것 같아,0
학교 축제에서 우리 도서부는 어떤 것을 해야 할까,0
글쎄요 도서 퀴즈 대회라도 개최하는 게 어떨까요,0
좋은 생각이야 문제를 낼 책은 도서관에서 제일 인기 많은 책으로 할까,0
그것보다는 좀 더 유익한 책이 나을 것 같아요 예를 들면 위인전이요,0
학교 축제 공연은 준비 잘 되어가고 있니 노래 부른다며,0
그게 사실 좀 힘들어 공연 날까지 얼마 남지 않았는데 목 상태가 안 좋아,0
오 이런 어떡해 너무 열심히 연습했나보다 병원은 가봤어,0
병원에서는 좀 쉬어야 된대 하지만 공연 날까지 얼마 안 남아서 쉬기가 그래,0
이번 미술대회 준비는 잘 되고 있어 너의 그림 기대된다,0
그게 무슨 소리야 네가 실력이 있으니까 대표가 된 거지 너무 걱정하지 마,0
응원해줘서 고마워 그림 완성되면 꼭 너한테 먼저 보여줄게,0
축하해 이번에 동아리 대표해서 나간 미술대회에서 최우수상을 받았다고 들었어,0
고마워 운이 좋았던 거지 심사위원분들이 좋게 봐주셨어,0
주제가 뭐야 어떤 그림을 그렸는지 너무 궁금하다,0
주제는 자유였어 미술실에 가면 그림을 볼 수 있을 거야,0
괜찮아요 그냥 제가 하고 싶어서 하는 거예요 너무 걱정하지 마세요,0
하지만 너 너무 연습하다가 목 상태가 안 좋아졌잖아 쉴 때는 쉬는 거야,0
알았어요 축제 공연 날까지 며칠 남지 않았으니까 우리 힘내봐요,0
도서 퀴즈대회에 출제할 책을 어떤 것으로 할까,0
제 생각에는 세종대왕님의 위인전으로 하는 것이 어떨까요 곧 있으면 한글날이잖아요,0
그거는 너무 쉽지 않을까요 한글 반포한 날이 언제인지로 하죠,0
게임 제작 동아리에 온 것을 환영해 게임 제작을 너무 어렵게 생각하지 말고 편하게 생각해,0
저는 게임 제작을 한 번도 한 적이 없는데 그래도 동아리 활동에 지장이 없을까요,0
이번에 우리 동아리가  사에서 여는 게임 제작 경연대회에 출전하기로 했습니다,0
출전할 사람들은 어떻게 정할 건가요 게임 제작 경험이 있는 사람들 위주로 할 건가요,0
우리 동아리 사람들 모두 출전할 예정입니다 각자 원하는 사람들과 팀을 이루면 됩니다,0
게임 제작 경연 준비는 잘 되어가고 있나요 주일 후에 제출 마감입니다,0
그래요 도움이 필요하면 말씀해주세요 도울 수 있을 만큼 도와드릴게요,0
내일이면 제작한 게임 제출하는 것 마감인데 다들 마감하셨나요,0
저희 팀은 어제 다 제출했어요 힘들긴 했지만 즐거웠어요,0
즐거웠다니 다행이네요 상 받으시면 동아리 회식하기로 해요,0
동상이라도 받았으면 좋겠어요 정말 열심히 했거든요,0
축하해요 우리 게임 제작 동아리에서 게임 제작경연대회 대상을 받는 사람이 나오다니 정말 기쁜 일이에요,0
다 동아리 부원들끼리 서로 도우면서 제작해서 그래요,0
그렇게 말해주니 기쁘네요 축하 파티로 내일 오후 시에 다 같이 밥 먹어요,0
좋아요 이렇게 축하해주시니 기쁘네요 내일 고기 먹어요,0
이번에 새로 들어온 배구부원이구나 만나서 반가워,0
안녕하세요 신입 부원 김영산이라고 합니다 열심히 하겠습니다,0
배구 처음 해보는 거니 아니면 이전에도 배구 해봤어,0
이전에도 배구를 했습니다 다섯 살 때부터 배구를 시작했습니다,0
동아리방이 오늘따라 왜 이렇게 어수선해 무슨 일이 있어,0
그게 바로 전에 싸움이 발생했거든 갑자기 일어난 거라 너무 놀랐어,0
정말 왜 싸움이 일어난 거래 아무리 그래도 싸우는 거는 아니지,0
다연이가 혜리 머리에 실수로 공을 던졌는데 둘이 어쩌다 보니 말다툼하게 되었어,0
이번 주 영화는 잘 보았나요 다음 동아리 활동 시간에 감상문 적어서 와요,0
정말 좋아요 다음 동아리 활동 시간에 뵐게요,0
오늘 하루도 수고 많았다 내일 대회이니까 집에 가서 푹 쉬길 바란다,0
영산이 너 뒷정리 핑계로 더 연습하려는 거지 뒷정리 내가 할 테니까 집에 가서 쉬어,0
우리 관현악부 동아리에 온 걸 환영해요 즐겁게 동아리 활동해 봅시다,0
정말 반가워요 질문이 있는데 매년 축제 때 음악회를 연다는 것이 사실인가요,0
그렇군요 정말 기대가 되네요 작년에 음악회에 갔었는데 너무 좋았거든요,0
다음 주부터 시험 기간이라 동아리 활동은 없어요 모두 공부 열심히 해요,0
쓰면 좋죠 시험 기간에 다 같이 모여서 공부하면 좋을 것 같아서요,0
모두 수고했어요 정말 멋진 공연을 해서 기분이 좋네요,0
정말 다들 수고했어요 동아리방에 모여서 다들 열심히 연습한 보람이 있는 것 같아요,0
그러니까요 관객들 반응도 너무 좋았고 무엇보다도 너무 신났어요,0
제과제빵 동아리에 가입하신 것을 환영합니다 활동 시간 때마다 맛있는 빵을 만들어보아요,0
정말 신나네요 제가 빵을 좋아하는 것도 있지만 이번에 처음 빵을 만들어보는 것이라서 기대가 돼요,0
좋아하시니 저도 정말 기분이 좋네요 재료비는 매주 달라지기는 하지만 보통 만 원이 드니까 참고하세요,0
재료비는 동아리 활동 시간마다 들고 오면 되겠네요,0
동아리 두 번째 시간이네요 빵을 만들어서 신나는 것은 알겠지만 뜨거운 것 조심하도록 해요,0
일단 밀가루를 볼 안에 담도록 하죠 그리고 가끔 칼을 쓰기도 하는데 이때도 조심하도록 합시다,0
이번 주 사진 동아리 활동은 어린이 대공원에서 하기로 했습니다,0
그러면 각자 동아리 활동 시간에 어린이 대공원으로 가면 되나요,0
아니요 버스를 빌렸으니까 다 같이 동아리방에 모인 후에 출발할 거예요,0
정말 기대가 되네요 오랜만에 어린이 대공원을 가거든요,0
모두 다 모였나요 오늘은 어린이 대공원에서 동아리 활동을 하러 가게 되었어요,0
와 정말 신나네요 집에 갈 때는 각자 가는 것인가요,0
아니요 시간 동안 자유롭게 돌아다니다가 다시 버스로 모여 학교로 가기로 했어요,0
그렇군요 그러면 시간 후에 어린이 대공원 후문 앞에서 만나기로 해요,0
다들 오늘 수고 많으셨습니다 완성된 빵은 잘 포장해서 집으로 가져가세요,0
다음 동아리 활동 시간에도 잘 만들면 되죠 다음 동아리 활동 시간에는 버터 쿠키를 만들 예정이에요,0
정말 좋아요 버터 쿠키 정말 좋아하거든요 다음에는 커피도 가져와야겠어요,0
오늘은 고교와 연습 경기를 하는 날입니다 즐겁게 경기하도록 합시다,0
그래요 저도 우리 동아리가 꼭 이겼으면 좋겠네요 그래도 몸 다치지 않게 조심하세요,0
우리 제과제빵 동아리는 축제 때 무엇을 하는 것이 좋을까요,0
작년과 마찬가지로 쿠키와 빵을 파는 것이 어떨까요,0
그것도 좋지만 좀 더 새로운 것 없을까요,0
제 생각에는 음료도 같이 팔아서 카페를 하는 것이 좋을 것 같아요,0
제 생각에는 다 같이 밥 먹는 것이 어떨까요,0
그거 좋은 생각이네요 남은 돈을 나누기도 모호하고 그럼 어떤 음식을 먹는 것이 좋을까요,0
남는 비용을 봤을 때 피자를 시켜서 먹는 것이 좋을 것 같아요,0
여기요 먹고 있던 파스타에서 머리카락이 나왔어요,0
손님 정말 죄송합니다 새것으로 금방 갖다 드리겠습니다,0
아니요 더는 여기 음식 먹고 싶지 않아요 환불해주세요,0
죄송합니다 앞으로 위생에 더욱 신경 쓰겠습니다,0
여기 메뉴 별로지 않아 나는 먹고 싶은 거 없는데,0
그러네 나도 딱히 맛있어 보이는 건 없는 것 같아,0
어떡할래 우리 그냥 다른 음식점으로 갈까,0
응 여기서 분만 더 가면 내가 자주 가는 맛집 있어 거기로 가자,0
앗싸 내가 이겼다 여기 메인 메뉴인 김치찌개로 하자,0
김치찌개보단 순두부찌개가 더 맛있을 것 같은데 알았어,0
넌 고기 먹을 때 항상 그렇게 쌈에 싸 먹어,0
당연하지 쌈에 싸 먹으면 얼마나 맛있는데 넌 아니야,0
같이 먹는 건 별로야 난 고기 맛만 느껴지는 게 더 좋아,0
난 고기만 먹으면 좀 느끼하던데 참 신기하네,0
오늘 저녁 식사 때 민지 부른 거 맞지 왜 아직도 안 오는 걸까,0
그러니까 말이야 벌써 분이나 더 지났는데,0
그러게 우선 우리끼리 먼저 주문할까 민지는 오면 따로 해도 괜찮을 거 같은데,0
그럼 그러자 민지한텐 내가 지금 전화해 볼게,0
브로콜리만 남겨놓으면 직원이 접시 보면서 웃을 건데,0
저보고 편식하는 아이라고 생각할까요 그건 싫은데,0
엄마가 생각해도 편식은 좋지 않아 조금만 더 먹어보자,0
생각만큼 잘 안 돼요 저한테는 너무 어려워요,0
아직 익숙하지 않아서 그래 직원에게 포크 가져다 달라고 할까,0
고마워요 젓가락 쓰는 법은 집에서 더 연습해 볼게요,0
나는 여기 메뉴 중에 초콜릿 케이크가 제일 맛있더라,0
난 치즈케이크 엄청 부드러워서 입에서 살살 녹아,0
그러고 보니 치즈 케이크는 안 먹어 봤구나 그렇다면 오늘은 치즈 케이크로,0
좋은 결정이야 너 절대 후회 안 할 거야 정말,0
이 식당 인테리어 정말 마음에 들어 완벽해,0
나도 특히 식탁마다 다른 꽃병을 둔 게 너무 예쁘다,0
맞아 들어올 때부터 기분이 좋아서 음식도 기대가 된다,0
그러니까 이런 곳은 음식도 분명 맛있을 거야,0
뭐 먹을래 난 새우 필래프로 해야겠다,0
맨날 메뉴 고르는 데 시간을 다 쓰는구나 그냥 원래 먹던 거 먹어,0
내가 결정을 잘 못 하긴 해 그럼 안심스테이크로 할게,0
죄송합니다 간이 안 맞는가 보네요 어떻게 해드릴까요,0
그냥 다음부터 간 조절 잘해주세요 자주 시켜 먹었는데 오늘은 너무 짜네요,0
잘 알겠습니다 앞으로 신경 쓰겠습니다 의견 감사드립니다,0
명이요 의자 하나는 아기 의자로 부탁드려요,0
알겠습니다 아기 의자 하나만 준비하면 되는 거 맞으시죠,0
네 분 내로 오니까 그때까지 부탁드릴게요,0
이 식당 내가 자주 오는 곳인데 꽤 괜찮지,0
응 인테리어도 좋고 위생관리가 엄청 잘 되는 것 같아,0
맞아 정말 깨끗하고 분위기도 좋아 음식도 진짜 맛있어,0
그건 맛보고 말해줄게 옆 테이블 음식 보니까 맛있어 보이긴 하더라,0
야 여기 식기가 왜 이렇게 더러워 설거지 제대로 안 하는 건가,0
어 이상하네 저번에 왔을 땐 안 이랬거든,0
식기 새로 달라고 해야겠다 또 이러면 진짜 짜증 날 것 같아,0
아마 실수한 걸 거야 설거지 신경 써달라고 말할게,0
원래 가던 오른쪽 집 가자 여긴 기본은 하잖아,0
아니야 왼쪽이 이번에 새로 생긴 곳이니까 가보자,0
글쎄 새로운 거 시도했다가 맛없으면 어쩌려고,0
아닐 수도 있지 그리고 맨날 같은 거 먹는 것보단 나아,0
네 것 맛있어 보인다 여기선 처음 시킨 음식이지 맛이 어때,0
맛있어 특히 소스 맛이 좋은 것 같아 다음에도 먹고 싶네,0
그렇구나 나도 그 메뉴 시켜보게 한 입만 먹어봐도 될까,0
그래 한 입보다 더 먹어도 괜찮으니까 먹어,0
그것보단 다른 것 시켜서 둘이 나눠 먹는 게 어떠니,0
싫어요 저도 저걸로 먹고 싶어요 시켜주세요,0
고집부리는구나 그래 알겠어 대신 다 먹어야 한다,0
와 이 집 요리 정말 맛있다 간이 너무 잘 돼 있어,0
그렇네 다음에 어머님 모시고 오자 분명 좋아하실 거야,0
너 기특하다 우리 엄마 생각을 다 해주고,0
당연하지 너도 어머님께 좀 더 잘 해드려 봐,0
여기 계산할게요 번 테이블 가격이 총 얼마에요,0
알겠습니다 이용해주셔서 감사합니다 또 오세요,0
혹시 오늘 저녁 시에 명 예약할 수 있나요,0
예약할게요 최종결제할 때 예약금만큼 음식값에서 제외되는 거 맞죠,0
안녕하세요 내일 저녁 시 예약했던 데이비드입니다 취소하려고 전화 했는데 가능하나요,0
네 그런데 데이비드란 이름은 없는데 혹시 다른 이름으로 예약하신 건 아니신가요,0
죄송합니다 아내 이름으로 했나 봐요 리사 입니다,0
확인되셨습니다 취소해드렸고 곧 안내 문자 가실 거예요,0
네 저희는 기본 말고 치즈 돈가스 시켰는데요,0
죄송합니다 제가 주문 실수한 것 같습니다 금방 새로 만들어 드리겠습니다,0
네 괜찮아요 대신 배고프니까 빨리 만들어주세요,0
어머 정말이네 근데 부산에 산다고 들었는데,0
이 집이 워낙 유명하니까 전국에서 온다더라고 가서 인사나 해야겠다,0
그런가 보네 이렇게 만나는 것도 신기하다 나도 같이 가,0
줄 진짜 너무 긴 거 아니야 우리 몇십 분째 기다리는 거야,0
저번 주에 방송에 나왔다더니 다들 보고 왔나 봐,0
원래 우리 동네 맛집이라 아는 사람들만 왔었는데,0
그러게 이러다가 여기 못 오는 거 아닌가 싶어 너무 사람들이 많네,0
감사합니다 혹시 옷을 보관할 곳이 있을까요,0
저기 앞쪽에 옷걸이가 마련되어 있습니다 제가 걸어드릴게요,0
정말 친절하시네요 감사합니다 그럼 부탁드릴게요,0
야 너 주원이 맞지 혹시 나 기억나 같은 초등학교,0
당연하지 너 지후잖아 학년 반 번,0
기억하는구나 와 진짜 오랜만이다 잘 지냈어,0
응 너도 얼굴 좋아 보여서 다행이네 반갑다,0
아빠가 처음 만난 사람한테 어떻게 인사해야 한다고 했지,0
안녕하세요 만나서 반갑습니다 하고 활짝 웃기,0
그렇지 잘하는구나 오늘부터 실천해 보자,0
네 오늘 친구네 놀러 가기로 했는데 이렇게 인사할게요,0
남편이 저번에 얘기해 준 적 있어요 제가 오늘 깎아 드릴게요,0
고맙구나 어서 들어오렴 다 같이 복숭아 먹자,0
기억난다 저번 주에 우리 집에 놀러 왔었지,0
네 오빠 안녕하세요 이렇게 만나서 신기해요,0
그러게 민우랑 잘 지내줘서 고맙고 다음에도 집에 놀러 와,0
안녕 나 너 옆자리에 배정됐어 앉아도 되지,0
응 넌 처음 보는 얼굴이구나 우리 처음 같은 반 된 거지,0
맞아 반가워 나랑 잘 지내자 잘 맞을 것 같아,0
나도 반가워 우리 년 동안 잘 지내보자,0
안녕하세요 만나서 좋네요 사진보다 더 미인이세요,0
처음부터 칭찬해 주시네요 감사해요 그런 소리 잘 못 듣는데,0
아니에요 사진보다 실물이 훨씬 예쁘신데요,0
진심이세요 그렇다면 정말 기분 좋네요 좋게 봐주시니 감사해요,0
안녕하세요 주차장에서는 처음 뵙네요 어디 가세요,0
그러네요 저는 냉장고가 비어서 장 좀 보려고요,0
좋아요 그럼 제가 운전할 테니 저랑 같이 가요,0
안녕하세요 요즘은 저희 아들 때문에 시끄럽진 않으세요,0
맞아요 제가 주의를 시켰거든요 혹시 또 시끄러우면 말씀하세요,0
안녕하세요 저 일주일 만에 또 옷 사러 왔어요,0
안녕하세요 안 그래도 자주 오시는데 요즘은 더 자주 오시네요,0
요즘 너무 자주 오죠 최근에 옷장 정리한다고 옷을 다 버렸거든요,0
그러시구나 마침 어제 새로 옷이 많이 들어왔어요 구경해 보세요,0
당연하지 아까 아빠랑 국수 먹었어 넌 전화 좀 자주 해라,0
요즘 일 때문에 정신이 없었어 오늘도 야근하고 왔거든,0
직장 다니느라 고생이 많네 엄마가 곧 반찬 주러 갈게,0
너 잘 지내고 있는 거 맞지 이제 학교 잘 가지,0
당연하지 나 아무렇지도 않아 이제 수업도 열심히 듣는다,0
헤어지고 수업도 종종 빠지고 울기만 하더니 다행이네,0
이제 안 울어 학교는 왜 빠졌나 몰라 나 새 출발 하려고,0
자기야 진짜 보고 싶었어 여행은 잘 다녀왔어,0
나도 정말 많이 보고 싶었어 응 로마 너무 좋았어 너랑 꼭 다시 와야겠단 생각 들더라,0
로마 엄청 좋았나 보다 그래 나랑도 가자 다친 곳은 없고,0
응 건강하게 잘 다녀왔지 걱정할 일 없었어,0
아빠 어버이날 감사드립니다 제가 회사로 꽃 보냈는데 받았어요,0
그래 깜짝 놀랐다 회사 사람들이 꽤 부러워했어,0
꽃 예쁘죠 아빠를 위해 특별히 준비한 거예요,0
그래 정말 고마워 딸 덕분에 기분이 너무 좋네,0
예의를 갖춰서 안녕하세요 저는 누구의 친구 이가영입니다 하면 돼,0
괜찮아 다음에 다시 뵙게 되면 방금 가르쳐 준 대로 인사하면 돼,0
응 꿈 안 꾸고 잘 잤어 엄마는 잘 잤어,0
그럼 엄마는 주영이랑 놀이동산에서 노는 꿈 꿨어,0
좋겠다 나도 내일은 엄마랑 같이 노는 꿈 꿀 거야,0
안녕하세요 직접 뵙는 건 처음이네요 저희와 계약해 주신다니 감사드립니다,0
네 안녕하세요 좋은 조건이라 안 할 수가 없더라고요,0
우리 그럼 이제 종종 뵙게 되겠네요 잘 지내요,0
그러네요 년 동안 서로 잘 부탁드립니다,0
맞다 여기 너희 동네였지 나 이 집 커피 좋아해서 종종 와,0
나도 자주 오는데 너랑 마주친 건 처음이네,0
그러게 다음엔 나랑 여기서 만나 커피 한잔하자,0
그래요 만나 봬서 반가워요 지영 씨 얘기 많이 들었어요,0
그러세요 저도 어머님 아버님 좋으신 분이라고 얘기 많이 들었어요,0
지영 씨도 우리 아들 매번 잘 챙겨준다고 들었어요 고마워요,0
꺅 오빠 안녕하세요 저 완전 팬이에요,0
네 안녕하세요 저 좋아해 주셔서 감사해요,0
오빠 잘생겼는데 노래도 너무 좋아서 안 좋아할 수가 없어요,0
제 노래 좋아해 주셔서 감사합니다 앞으로도 좋아해 주세요,0
잘 지냈어 우리 거의 달 만에 보는 거네,0
그러게 나 사실 그때 사과 못 한 거 계속 신경 쓰였어,0
그랬구나 나도 그랬어 지금이라도 사과하고 싶어 미안해,0
내가 더 미안해 앞으로 더 말조심하도록 할게,0
할머니 오랜만에 저 왔어요 할머니 보고 싶었어요,0
그래 어서 들어가자 할머니가 맛있는 음식 해줄게,0
그래 나도 내가 말로만 듣던 맹장 수술할 줄 몰랐다,0
내 주변에서도 네가 처음이긴 해 맹장 터지면 엄청 아프다던데,0
나 죽을 뻔했잖아 근데 이젠 진짜 멀쩡해 걱정하지 마,0
어 나 지은이 친구야 저번에 카페에서 지은이랑 가다가 마주쳤었는데,0
기억나 이렇게 보니까 반갑다 내일 지은이 만나는데 너랑 마주쳤다고 얘기해야지,0
그래 지은이 신기해하겠네 우리 또 이렇게 마주치자,0
그래 완전 반가웠어 이만 가볼게 너도 조심히 가,0
작가님 책 너무 좋아해서 다 봤어요 이렇게 마주치다니 영광이에요,0
저야말로 알아봐 주셔서 감사해요 제 글도 좋아해 주셔서 감사해요,0
어떤 책이요 어 네가 책도 사러 오네 여기서 보니 반갑다,0
네 깜짝이야 너 왜 여기 있어 여기서 아르바이트해,0
응 달 좀 넘었어 와 나도 깜짝 놀랐네 내가 찾아줄게,0
우리 월에 여행 가기로 한 거 어디 갈지 결정했어,0
아니 세부랑 태국 중에 고민이야 어떡할까,0
사실 나는 세부는 이미 가봐서 태국은 어때,0
그러자 나는 둘 다 안 가봐서 어디든 상관없어,0
뭐해 너 짐은 다 챙기고 놀고 있는 거야 지금,0
당연하지 너무 설레서 일 전부터 이미 다 싸놨어,0
해외여행 처음 가는 거 티 내네 하긴 나도 그랬었지,0
이제 못 놀릴걸 나도 드디어 해외여행 간다고,0
나 항공사에서 연락받았는데 우리 가는 날은 비가 많이 와서 취소됐데,0
와 말도 안 돼 무려 반년 전부터 계획한 건데,0
나도 진짜 어이없어서 말도 안 나오더라 어쩔 수 없지,0
진짜 속상하네 그럼 다시 다른 날로 잡아보자,0
우리 여행사 어디로 정할래 랑  중에서 골라,0
나는 둘 다 이용해봤는데 가 좀 더 괜찮아,0
그래 왜 더 괜찮은지 말해줘 들어보고 거기로 하게,0
둘 다 가격은 같아 근데 직원들이 훨씬 친절해,0
정말 많이 아파 비상약은 안 챙겨왔고,0
응 어떡하지 약 챙겨올 생각은 딱히 못 했어,0
혹시 모르니까 어디 오래 나갈 땐 항상 챙겨야지 기다려 봐 약국 찾아볼게,0
내가 이 길 아니라고 했잖아 왜 자꾸 그래,0
아니라니까 내 감을 믿어봐 나 길 잘 찾는다고,0
나 년 전에 여기 와 본 적 있다니까 그래도 고집 피울 거야,0
아니야 지도로 봤을 땐 내 말이 맞아 지도가 더 정확해,0
실례합니다 이 음식점으로 가는 방법 좀 알려주세요,0
여기 가까워요 이 길로 쭉 직진하시면 노란색 큰 간판이 있는데 거기 바로 옆 골목이에요,0
감사합니다 혹시 가는 데 시간은 얼마나 걸릴까요,0
아마 분도 안 걸릴 거예요 노란 간판 보일 때까지 계속 직진하세요,0
야 우리가 여기서 만나네 어떻게 온 거야 여기 얼마나 있어,0
와 진짜 반갑다 나 회사 사표 내고 와서 시간 많아 약 주 있을 거야 이런 우연이 있네,0
맞다 퇴사했다고 들었어 와 진짜 소름 돋는다 해외에서 만나니까 더 반갑다,0
나도 우리 못 만난 지 좀 됐잖아 우리 운명인가 봐,0
헐 그러네 어떡하지 이미 꽤 돌아온 것 같은데,0
다시 거기까지 가려면 시간 좀 걸릴 텐데 그냥 여기 근처에서 먹을까,0
그러자 계획대로 안 되는 것도 여행의 묘미지,0
나 숙소에다 내 지갑 두고 온 것 같은데 어떡하지,0
뭘 어떡해 가지러 가자 여기서 숙소까지 금방이잖아,0
그래도 미안해 나 때문에 귀찮게 돼버렸네,0
그럴 수도 있는 거지 이해해 대신 커피 사줘,0
내 모자 어디 갔지 분명 여기에 넣어뒀는데,0
바보야 그러니까 움직이거나 숙소 옮길 땐 물건 잘 챙기랬잖아,0
뭐 어쩔 수 없지 그래도 액땜했다고 생각하자,0
저희 숙소에 오신 것을 환영합니다 예약하셨나요,0
네 두 분 지내실 방 남아있습니다 층이랑 층 중 고르시겠어요,0
층으로 할게요 그리고 수건 두 장 더 챙겨주세요,0
우리 오늘 일정이 뭐야 오늘도 어제처럼 바빠,0
아니 오늘은 딱히 할 거 없어 여유롭게 다니자,0
좋다 그럼 이 앞에 바다 산책하고 브런치나 먹을까,0
와 우리가 여기에 다시 왔다니 뉴욕에 말이야,0
맞아 너랑만 두 번째네 너도 뉴욕이 진짜 좋았나 봐,0
나도 그래서 우리가 또 여기로 온 거겠지,0
우리 여기 가기로 했던 거 그냥 가지 말까,0
응 왜 그래 갑자기 무슨 문제라도 생겼어,0
응 여기 가는 버스가 오늘은 사정상 운행을 안 해 택시를 타기엔 돈이 너무 비싸,0
그래 다음에 다시 갈 기회가 있을 거야 다른 곳을 찾아보자,0
나 서울 여행은 살면서 처음 해보는데 아주 좋아,0
정말로 한국 살면서 서울에 한 번도 안 와본 거야,0
저는 한국인이고 잠깐 일본으로 여행 온 거에요,0
여기 사람들이 말한 것만큼 좋지는 않은 것 같아,0
하지만 나는 이 정도면 꽤 괜찮은 곳이라고 생각해,0
자기랑 해외여행을 다 오다니 너무 꿈만 같아,0
예상하지 못했던 것을 하면 더 신나는 것 같아서 나도 즉흥 여행이 더 좋아,0
지금 시간이면 대구에서 포항까지 왕복 두 시간이면 돼서 나는 괜찮아,0
저기 바위 위에 올리면 될 것 같아서 내가 해볼 테니 카메라 줘봐,0
이거 비싼 카메라니까 안 넘어지게 조심해야 해,0
나도 아니까 걱정하지 말고 자세나 잘 잡고 있어,0
여기 한국인은 우리뿐이고 나머지는 다 현지인이지,0
게다가 사람도 엄청나게 많은 것으로 보아 분명 맛있을 것 같으니 어서 주문하자,0
우선 확인을 위해 예약자분 성함 말씀해주시겠습니까,0
그렇다면 어쩔 수 없는 일이니 원래대로 해주세요,0
이 호텔은 언제부터 체크인할 수 있는지 확인해주실래요,0
영어 할 줄 아는 직원분도 시간 계시나요,0
저희 직원들은 모두 영어를 할 줄 알아서 걱정 안 하셔도 됩니다,0
여기 호텔로 가는 대중교통이 무엇이 있는지 문의드립니다,0
호텔 수영장은 몇 시부터 몇 시까지 이용할 수 있나요,0
오전 시부터 오후 시까지 이용 시간입니다,0
난 화장실 더러운 건 정말 못 참아서 화장실이 무조건 깨끗해야 해,0
