sentence,label
"['그건', '나', '랑', '정반대', '구', '나나', '암', '기', '과목', '진짜', '점수', '가안', '나오다', '정말', '잘알다', '외우다']",0
"['졸업', '하다', '이번', '시험', '에서', '못', '하다', '맞다', '야하다']",0
"['그렇다', '그런데', '졸업', '을', '하다', '구직', '활동', '을', '시작', '하다', '하다', '사실', '졸업', '을', '별로', '하고', '싶다', '않다']",0
"['그래서', '내', '친구', '중', '에서도', '이번', '에', '졸업', '유예', '사람', '좀', '많다']",0
"['나다', '그렇다', '학비', '때문', '에', '졸업', '유예', '조금', '힘들다', '같다']",0
"['나', '이상하다', '남', '이다', '어렵다', '읽다', '부분', '더', '쉬다', '느껴지다']",0
"['그건', '나다', '그렇다', '가끔', '씩', '듣기', '부분', '에서', '처음', '어보', '영국', '식', '영어', '를', '쓰시', '불다', '당황', '다니다']",0
"['오다', '마찬가지', '야', '아마우리', '나라', '영어', '교육', '이주', '로', '미국', '식', '발음', '에', '더', '치우치다', '그렇다', '같다']",0
"['그래그래', '서나', '영국', '식', '발음', '을', '구사', '프로그램', '을', '좀더', '많이', '보다']",0
"['이번', '시험', '좀', '그래도', '쉬다', '않다', '그렇다']",0
"['아니다', '지난번', '보다는', '이번', '시험', '훨씬', '쉽다', '같다']",0
"['맞다', '이번', '학기', '부터', '상대평가', '로', '점수', '매', '기다', '하다']",0
"['거', '내', '제일', '친한친구', '이자', '이번', '에', '의대', '에', '합격', '내', '제일', '똑똑하다', '친구', '쓰다', '펜', '이야']",0
"['오', '근', '데이', '걸왜', '가져오다', '혹시', '오늘', '시험', '용', '부적', '이야']",0
"['응', '내', '친구', '진짜', '공부', '자다', '혹시', '모르다', '어제', '가다', '빌리다', '오다']",0
"['설마', '펜', '을', '쓴다', '시험', '을', '자다', '보다', '평소', '실력', '중요하다']",0
"['뭔', '데', '괜찮다', '해보다', '너', '말', '면', '나다', '해주다']",0
"['사실', '나', '운전면허', '시험', '번', '떨어지다', '진짜', '번째', '에서는', '겨우', '붙다']",0
"['어머', '진짜', '사실', '나다', '번', '떨어지다', '우린', '진짜', '운명', '인', '듯']",0
"['내', '운전면허', '시험', '을', '보다', '날', '이또', '할로윈', '이다', '너', '내', '얼마나', '할로윈', '중요하다', '생각', '지다', '알', '지']",0
"['응당', '연하다', '넌', '매년', '까먹다', '않다', '꼭', '코스', '튬', '을', '입다', '학교', '오다']",0
"['응', '잘알다', '그래서', '운전면허', '시험', '을', '보다', '당일', '에도', '할로윈', '코스', '튬', '을', '입다', '가다']",0
"['헉', '진짜', '어떻다', '되다', '흥미진진', '데', '코스', '튬', '을', '입다', '시험', '응시', '가능하다', '궁금하다']",0
"['나', '시험', '에', '대한', '징크스', '있다', '그래서', '진짜', '시험', '당일', '날', '에는', '꼭', '흰색', '바지', '를', '입다']",0
"['실제', '로', '일어나다', '흰색', '바지', '를', '안', '입다', '적', '딱', '번', '있다', '그날', '고', '사장', '에', '갑자기', '지진', '이나', '더', '라고']",0
"['어머', '진짜', '그렇다', '진짜', '징크스', '맞다', '그렇다', '내', '일도', '꼭', '잊다', '않다', '흰색', '바지', '입다']",0
"['내', '일이', '시험', '이라니', '정말', '미치다', '떨리다', '어떻다']",0
"['지금', '까지', '지켜보다', '넌', '정말', '열심히', '준비', '하다', '진짜', '자다', '해내다']",0
"['고맙다', '친구', '야', '정말', '내', '떨어지다', '자존심', '을', '붇', '돋다']",0
"['당연하다', '내', '일', '시험', '자다', '서', '우리', '맛있다', '먹다', '가다']",0
"['우리', '따다', '허다', '본', '기념', '으로', '아빠', '맛있다', '쏜다']",0
"['다음', '번', '에도', '공부', '열심히', '하다', '전교', '해보다', '감사하다']",0
"['우리', '사랑', '딸', '중학교', '입학', '을', '축하', '하다']",0
"['감사하다', '제', '중학생', '되어다', '더', '열심히', '공부', '도록', '하다']",0
"['여기', '할머니', '께서', '전', '해달라다', '신입학', '축하', '용돈']",0
"['니까', '교복', '많이', '비싸다', '교복', '살다', '보태', '서', '감사하다', '잘쓰다']",0
"['이제', '드디어', '중학교', '에', '입학', '니까', '기분', '어떻다', '초등학교', '랑', '많이', '달라']",0
"['맞다', '고등학교', '졸업', '때년', '동안', '입다', '교복', '벗다', '또', '느낌', '다르다']",0
"['그렇다', '진짜', '계속', '교복', '입다', '입다', '되게', '이상하다', '같다']",0
"['미국', '대학교', '에', '합격', '하다', '입학', '하다', '너무', '좋다', '걱정', '되다', '부분', '있다']",0
"['무엇', '인데', '넌', '어리다', '때', '부터', '공부', '를', '자다', '하다', '미국', '으로', '대학', '간', '다', '고하', '니까', '난', '너무', '뿌듯하다']",0
"['미국', '대학', '오히려', '입학', '보다', '졸업', '더', '힘들다', '하다', '이제', '부터', '고생', '길', '시작', '인', '같다', '걱정', '이야']",0
"['그래도', '넌', '잘', '해내다', '믿다', '넌', '내다', '사람', '중', '에가', '장', '똑똑하다', '책임감', '있다', '친구', '니까']",0
"['나', '초등학교', '입학식', '때', '우리엄마', '갑자기', '교통사고', '날다', '못', '오다']",0
"['그랬구나', '어떻다', '엄마', '괜찮다', '차다', '큰일', '나다']",0
"['응', '그냥', '되게', '작다', '사다', '괜찮다', '엄마', '입학식', '에', '못', '오신', '걸', '항상', '미안하다']",0
"['그래도', '오늘', '중학교', '입학식', '에는', '오다', '다행', '이지', '뭐']",0
"['입학식', '인', '데비', '너무', '많이', '오다', '운동장', '에서', '하다', '않다', '교내', '강당', '에서', '하다', '되어다', '보다']",0
"['어제', '부터', '비', '엄청', '많이', '오다', '운동장', '이다', '젖다']",0
"['난', '강당', '더', '습하다', '같다', '조금', '별로', '이기다', '어쩔', '없다']",0
"['응', '지금', '방송', '나오다', '빨리', '강당', '으로가', '자']",0
"['내', '일이', '드디어', '고등학교', '졸업식', '이라니', '믿어지다', '않다']",0
"['맞다', '그렇다', '우린', '이제', '더', '이상', '미성년', '자', '아니다', '게', '신기하다']",0
"['응', '내', '일이', '후', '로는', '우리', '모두', '다대', '학생', '겠다']",0
"['그래도', '같다', '대학교', '가다', '다행', '이다', '대학교', '서도', '친하다', '지내다']",0
"['내', '일', '이소미', '졸업식', '인데', '도대체', '어떤', '선물', '을', '주다', '야하다', '모르다']",0
"['소', '미가', '꽃', '을', '좋아하다', '꽃다발', '어떻다', '너무', '식상하다']",0
"['꽃다발', '이랑', '함께', '뭔가', '더', '추억', '되다', '걸', '준비', '해주다']",0
"['좀더', '고민', '해보다', '미가', '어떤', '선물', '을', '받다', '좋아하다']",0
"['나', '미국', '에서', '고등학교', '를', '졸업', '하다', '차다', '특이하다', '일이', '있다']",0
"['뭔', '데', '미국', '에서', '고등학교', '졸업', '이야기', '처음', '들다', '보다']",0
"['진짜', '마칭', '밴드', '한지', '모르다', '근데', '되게', '신기하다', '학생', '졸업', '연주', '도', '함께', '하다']",0
"['이번', '졸업식', '연사', '누구', '지', '혹시', '이야기', '들다']",0
"['응', '지난', '주에이', '메일', '로', '공지', '오다', '되게', '유명하다', '신분', '이야']",0
"['헉', '누구', '신다', '부모님', '께서', '너무', '궁금하다', '신다']",0
"['우리', '졸업식', '연사', '빌다', '클린턴', '전', '미국', '대통령', '께서', '해주다']",0
"['오늘', '따르다', '길가', '에', '왜', '이렇게', '꽃', '을', '팔다', '분', '많다']",0
"['모르다', '오늘', '여', '기이', '대학교', '졸업식', '잖다']",0
"['맞다', '동생', '도', '학교', '다니다', '그렇다', '내', '일이', '학교', '졸업식', '에', '오다']",0
"['학교', '졸업식', '진짜', '멋있다', '나다', '내년', '너희', '동생졸업식', '때', '같이', '가면', '안되다']",0
"['오늘', '졸업', '모든', '학생', '분들', '과', '학부모', '분들', '및', '가족', '여러분', '께', '축하', '말씀드리다']",0
"['별', '말씀', '을', '요', '저', '도', '그동안', '이렇게', '똑똑하다', '재미있다', '학생', '을', '가르치다', '영광', '이다']",0
"['저희', '졸업', '후', '에도', '연락', '하고', '꾸준하다', '찾아오다', '하다']",0
"['이렇다', '준비', '안해', '도', '되다', '너무', '감동', '이다', '얘']",0
"['선생님', '아니다', '아마', '저희', '모두', '대학', '가기', '힘들다', '같다', '너무', '감사하다']",0
"['아니다', '너희', '그동안', '진짜', '열심히', '해주다', '너무', '고마', '울', '뿐', '이다']",0
"['졸업', '하다', '몇', '학점', '따다', '혹시', '이야기', '들다']",0
"['응', '총', '학점', '을', '따다', '언', '제이', '많다', '수업', '을', '들다', '모르다']",0
"['학점', '이나', '딴', '학교', '대부분', '학점', '만', '따다', '던데']",0
"['우리', '학교', '워낙', '졸업', '힘드다', '걸', '로', '명성', '높다']",0
"['너', '지금', '어디', '야', '입학식', '이미', '시작', '한지', '시간', '이지', '나다']",0
"['헉', '벌써', '나', '늦잠', '을', '자', '버리다', '어떻다', '지금', '출발', '면', '분', '더', '걸리다']",0
"['그냥', '택시', '타다', '아버지', '한테', '태우다', '달라', '고', '하다']",0
"['아버지', '랑', '같이', '가다', '지금', '차', '타고', '가다', '분', '더', '걸리다', '같다']",0
"['우리', '입학', '하다', '때', '기억나다', '진짜', '엇그', '제', '같다', '시간', '차다', '빠르다']",0
"['맞다', '입학식', '에서', '처음', '만나다', '진짜', '어제', '같다']",0
"['입학식', '에서', '너', '가내', '옆', '에', '안', '앉다', '우린', '친구', '도', '못', '되어다']",0
"['정말', '다행', '이다', '그리고', '나서다', '우리', '지금', '까지', '우정', '을', '이다']",0
"['졸업식', '당일', '에는', '차갑다', '주변', '에', '많다', '예정', '임', '으로', '가급적', '이면', '대중교통', '이용', '을', '부탁드리다']",0
"['저희', '아버지', '가다리', '불편하다', '저희', '아마도', '대중교통', '보다는', '차', '를', '몰다', '오다', '같다']",0
"['네', '그런', '경우', '에는', '저희', '본관', '지', '하층', '부터', '지', '하층', '까지', '방문객', '을', '위해', '주차장', '으로', '오픈', '하고', '있다', '사오다', '참고', '부탁드리다']",0
"['오늘', '입학식', '시전', '에는', '끝나다']",0
"['그렇다', '그렇다', '그냥', '우리', '가족', '이랑', '같이', '밥', '먹다', '가면', '되다']",0
"['꽃', '사다', '입학식', '에', '필요하다', '꽃', '사가다', '들어가다']",0
"['안녕하다', '꽃다발', '이랑', '저', '꽃다발', '가격', '어떻다', '되다']",0
"['저', '저', '꽃다발', '을', '사다', '혹시', '할인', '가능하다']",0
"['오늘', '입학식', '끝나다', '뭐', '다른', '계획', '있다']",0
"['우리', '부모님', '중식', '당', '에', '함께', '가다', '중국음식', '을', '좋아하다']",0
"['좋다', '중국음식', '좋아하다', '그리고', '뭐', '니', '뭐', '니', '해도', '입학식', '날', '에는', '중국음식', '인데']",0
"['그렇다', '너', '도', '같이', '갈래', '내', '가우리', '부모님', '께', '여쭈다', '볼', '게']",0
"['오다', '모든', '분들', '이제', '졸업식', '에', '오다', '축하', '해주다', '서너', '무', '감사하다']",0
"['미정', '졸업', '을', '진심', '으로', '축하', '해', '그동안', '고생', '너무', '많다']",0
"['저', '말고도', '저희', '부모님', '더', '고생', '많다']",0
"['모두', '다', '고생', '너무', '많다', '제', '좀', '놀다', '도', '다니다']",0
"['혹시', '오늘', '졸업식', '끝나다', '어떻다', '집', '에가']",0
"['나다', '그렇다', '그렇다', '우리', '같이', '갈다', '방향', '도', '같다']",0
"['그러자', '마침', '심심하다', '뻔하다', '잘', '되다']",0
"['혹시', '쟤', '김해', '리아', '니야', '김', '해리', '맞다']",0
"['응김', '해리', '맞다', '설마', '우리', '학교', '이번', '입학', '수석', '이기다', '해리', '래']",0
"['그렇다', '가보다', '졸업', '도', '수석', '으로', '하다', '입학', '도', '수석', '으로', '하다']",0
"['역시', '김해', '리야', '쟨', '장차', '뭐', '되다', '도크', '게', '되다', '애', '야']",0
"['수정', '이돌', '지나다', '얼마', '안되다', '같다', '유치원', '입학', '을', '하다']",0
"['정이', '가속', '을', '별', '로안', '썩', '여서', '괜찮다', '우리', '손녀', '랑', '너무', '즐겁다']",0
"['미국', '모든', '학교', '졸업', '을', '월', '에', '하다', '한국', '다르다', '들다']",0
"['그렇다', '이런', '차이점', '알아보다', '신기하다', '졸업식', '도', '차이다']",0
"['그렇다', '그래서', '요즘', '한국', '여러', '대학교', '에서', '졸업', '가운', '입다', '사람', '많이', '게', '되다']",0
"['오늘이', '졸업식', '인데', '별로', '행복하다', '기분', '안다']",0
"['맞다', '그렇다', '내일', '부터', '취업', '준비', '하다', '생각', '니까', '벌써', '부터', '우울하다']",0
"['내', '친구', '이미', '졸업', '전', '에', '취업', '성공하다', '애', '꽤', '있다']",0
"['우리', '도', '빨리', '열심히', '하다', '직장인', '으로', '거듭', '나', '보다']",0
"['우리', '부모님', '오늘', '같다', '입학식', '에서', '처음', '만나다']",0
"['진짜', '그렇다', '입학식', '에서', '처음', '만나다', '쭉', '연애', '하다']",0
"['응', '우리', '부모님', '거의', '년', '동안', '연애', '하다', '결혼', '하다']",0
"['우와', '대단하다', '오늘', '입학식', '인데', '나다', '누구', '를', '찾다']",0
"['그렇다', '딸', '졸업식', '면', '당연하다', '다녀오다']",0
"['네', '감사하다', '그렇다', '제', '가오', '늘', '연차', '올리다', '퇴근', '해보다', '하다']",0
"['그렇다', '딸', '졸업', '축하', '하고', '모레', '보다']",0
"['오늘', '여기저기', '서', '스승', '은혜', '노래', '울리다', '괜히', '옛날', '생각', '이나', '요']",0
"['그렇다', '우리', '도', '학생', '이다', '때', '있다', '그때', '차다', '좋다']",0
"['맞다', '머리', '땋', '서', '교복', '입다', '그때', '제일', '예쁘다']",0
"['나', '졸업식', '때', '개근', '상', '을', '한번', '도', '놓치다', '본적', '없다']",0
"['진짜', '우와', '너', '진짜', '학교', '열심히', '다니다']",0
"['응', '진짜', '희한하다', '아프다', '때', '도', '학교', '꾸역꾸역', '가게', '되다']",0
"['갑자기', '좀', '달라', '보이다', '근데', '왜', '맨날', '내', '가전', '화하다', '받다']",0
"['입학식', '인데', '왜', '무도', '교복', '을', '착용', '하고', '있다', '않다']",0
"['교복', '업체', '실수', '로', '교복', '생산', '일주일', '정도', '더', '늦어지다', '하다']",0
"['진짜', '요', '그것', '차다', '희한', '한일', '이네']",0
"['네', '학생', '자유롭다', '더', '좋아하다', '같다']",0
"['이번', '그룹', '과', '제', '팀원', '혹시', '다', '뽑다']",0
"['그래도', '돼다', '지난주', '에', '결석', '하다']",0
"['그렇다', '우리', '팀', '에서', '그룹', '과제', '같이', '하자']",0
"['이번', '학기', '에는', '그룹', '과제', '학점', '약', '를', '차지', '하다', '예정', '이다']",0
"['그룹', '과', '제', '가요', '교수', '님', '그건', '너무', '많다']",0
"['그룹', '과제', '그룹', '원', '협동', '성', '을', '중점', '적', '으로', '보다', '과제', '로써', '특히', '타인', '과의', '협동', '력', '필요시', '되다', '학과', '에는', '매우', '중요하다', '제입', '니', '다']",0
"['그래도', '그룹', '과제', '학점', '비중', '을', '차다', '말다', '돼다']",0
"['나', '성격', '좀', '내', '성적', '이라', '그룹', '과제', '를', '하다', '너무', '불편하다']",0
"['사다', '그렇다', '싶다', '잘못', '말다']",0
"['그래서', '그룹', '과제', '를', '하다', '때내', '원치않다', '방향', '으로', '가도', '그냥', '가만히', '있다', '불편하다']",0
"['우리', '앞', '으로는', '그냥', '하고', '싶다', '그룹', '과', '제', '참여', '하자']",0
"['그렇다', '이렇게', '분배', '면', '조금', '더', '공평하다', '같다']",0
"['그리다', '고우리', '내일', '모레', '정리', '거들다', '모', '여서', '맞추다', '보다']",0
"['내', '가내', '일', '모레', '오전', '밖에', '시간', '안되다', '괜찮다']",0
"['그냥', '우리', '모두', '다시', '간', '없다', '그냥', '이번', '에는', '이메일', '로', '의사소통', '하다', '어떻다']",0
"['좋다', '차라리', '그게', '더', '효율', '적', '이다', '같다', '만나다', '과제', '면', '잡담', '만', '많이', '하다']",0
"['그렇다', '이메일', '도', '있다', '메신저', '도', '있다', '시간', '만', '맞추다', '온라인', '으로', '회의', '하자']",0
"['응', '그렇다', '들이다', '메일', '주소', '좋다']",0
"['지', '금시', '인데', '왜', '명', '만', '오다', '나머지', '애', '들다', '있다', '혹시', '알']",0
"['글쎄', '지윤', '좀', '늦다', '하다', '같다', '나머지', '애', '모르다']",0
"['게', '그룹', '과제', '문제', '야다', '자기', '시간', '중요하다', '남', '시간', '안중', '에도', '없다']",0
"['맞다', '곧다', '되다', '애', '이빨', '리안', '와', '서다', '어떡하다']",0
"['다', '들다', '본인', '이해', '야하다', '분량', '을', '하다', '않다', '조장', '권리', '로', '그룹', '과제', '에서', '제외', '하다']",0
"['난', '찬성', '해', '그렇게', '하다', '지모', '든', '사람', '조금', '더', '책임감', '을', '느끼다', '그룹', '과제', '에', '임', '하다', '같다']",0
"['찬성', '해주다', '고맙다', '다른', '팀원', '도', '다', '동의', '는바', '인지', '궁금하다']",0
"['좀', '생각', '하다', '시간', '필요하다', '같다', '좀', '기다리다', '보다']",0
"['이번', '그룹', '과제', '에는', '총', '팀', '원', '이명', '필요하다', '추천', '해주다', '사람', '있다']",0
"['혁', '미나', '한테', '우리', '그룹', '에', '들어오다', '이야기', '하다', '고지연', '한테', '도', '물어보다']",0
"['정이', '도', '파워포인트', '되게', '잘', '다루다', '우리', '팀', '에', '들어오다', '되게', '좋다', '같다']",0
"['왜', '모든', '수업', '에는', '그룹', '과제', '있다', '도통', '모르다', '심지어', '그룹', '과제', '필요없다', '수학', '시간', '에도', '있다']",0
"['수학', '시간', '에', '왜', '그룹', '과제', '필요', '없다', '되게', '도움', '많이', '되다']",0
"['진짜', '어떻다', '수학', '그냥', '개인', '적', '으로', '계산', '거', '니야']",0
"['근데', '마치', '수학', '과외', '를', '받다', '내', '모르다', '부분', '을', '팀', '원', '들이다', '알다', '너무', '편하다']",0
"['이번', '교수', '님', '이렇게', '그룹', '과제', '를', '많이', '내주다', '분명', '이유', '있다']",0
"['우리', '교수', '님', '그래도', '현', '업', '에서', '되게', '잘나가다', '불다', '그런', '분', '이강조', '하다', '현실', '에서도', '팀워크', '되게', '중요하다', '아니다']",0
"['맞다', '그래서', '그런', '지', '이번', '에', '각', '각의', '그룹', '과제', '에다가', '매우', '크게', '점수', '배점', '을', '하다', '더', '라고']",0
"['그렇다', '제발', '좋다', '팀원', '이랑', '그룹', '과제', '를', '하다', '좋다']",0
"['누가', '파워포인트', '로', '오늘', '이야기', '거', '정리', '해주다']",0
"['내', '가시', '간', '좀', '있다', '문제', '파워포인트', '를', '잘못', '다루다']",0
"['그렇다', '그렇다', '그룹', '과제', '니까', '서로', '도움', '주기', '로', '하자', '일단', '차로', '네', '가다', '초본', '을', '만들다', '정이', '가마', '무리하다', '겠다']",0
"['그렇다', '그렇게', '하다', '겠다', '이렇게', '또', '파워포인트', '고수', '에게', '파워포인트', '를', '배우다']",0
"['나다', '이번', '그룹', '과제', '팀', '너무', '좋다', '같다', '음', '그룹', '과', '제때', '에도', '같이', '하자', '어떻다']",0
"['맞다', '지금', '까지', '해오다', '팀', '중', '에이번', '팀', '가장', '잘맞다', '같다']",0
"['이렇게', '잘맞다', '사람', '끼리', '같다', '팀', '되다', '기도', '쉬다', '않다', '점수', '도', '잘나오다']",0
"['그렇다', '팀', '계속', '유지', '하다', '이번', '학기', '꼭', '받다']",0
"['혹시', '상철', '선배', '어디', '있다', '분']",0
"['그', '선배', '지금', '또', '어디', '서술', '말다', '그룹', '과제', '하다', '때', '피해', '야하다', '대상', '순위', '잖다']",0
"['진짜', '우리', '팀절', '대못', '들어오다', '하다', '하다', '하전', '화', '해보다']",0
"['진짜', '우리', '팀', '조장', '고생', '많다', '상철', '선배', '를', '어떻다', '데리', '고', '오다']",0
"['이번', '그룹', '과', '제', '범위', '진짜', '넓다', '그래도', '조금씩', '분배', '니까', '금세', '끝나다', '같다', '들다', '많다']",0
"['조장', '수고', '제일', '많다', '지다', '우리', '를', '위해', '수고', '해주다', '조장', '을', '위해', '박수']",0
"['다음', '번', '에', '도우', '리조', '장이', '되어다', '그때', '도', '우리', '자다', '따르다', '열심히', '하다']",0
"['이번', '그룹', '과제', '진짜', '현직', '회사', '임원', '앞', '에서', '발표', '하다']",0
"['진짜', '그러면', '우리', '모두', '다', '좀', '전문가', '답', '게', '보이', '려면', '정장', '차림', '이다']",0
"['근데', '우리', '발표', '주제', '와', '개념', '조금', '정장', '과는', '동떨어지다', '하다', '들다', '생각', '어떻다']",0
"['나다', '미정', '장이', '나', '비지니스', '캐', '주얼', '정도', '만', '입다', '너무', '예의', '없다', '보이', '진', '않다', '같다']",0
"['진짜', '그렇다', '매번', '그룹', '과제', '회의', '때', '따로', '출석', '을', '체크', '한다는', '거지']",0
"['응', '이번', '학기', '에는', '참여', '인', '원수', '파악', '하고', '단체사진', '나', '찍다', '교수', '님', '께', '보내다', '드리다', '야하다']",0
"['아마', '지난', '학기', '그룹', '과제', '에', '너무하다', '사람', '과제', '를', '다', '하다', '상황', '이오', '니까', '새롭다', '방법', '을', '만들다']",0
"['맞다', '교수', '님', '께서', '학', '기초', '에', '말씀', '해주다']",0
"['다', '들다', '생각', '기', '에이번', '그룹', '과제', '에서', '누가', '제일', '열심히', '같다']",0
"['나', '최지훈', '이제일', '열심히', '해주다', '같다', '회의', '지각', '도', '한번', '도안', '하고']",0
"['그렇다', '말', '이야', '아무리', '랜덤', '라지', '만난', '왜', '이렇게', '운', '없다']",0
"['진짜', '너희', '팀원', '다', '지각', '거', '랑', '이다', '는걸', '로', '유명하다']",0
"['이번', '학기', '매일', '밤새다', '아니다', '벌써', '걱정', '이기다']",0
"['이번', '그룹', '과', '제', '수행', '을', '위해', '서', '우리', '팀', '원', '모', '두다', '경복궁', '을', '가게', '되어다']",0
"['맞다', '서울', '유명', '관광지', '선정', '하다', '관광객', '인터뷰', '하다']",0
"['다', '들다', '이번', '수요일', '시간', '어떻다', '한시', '쯤']",0
"['난', '괜찮다', '너희', '시간', '어떻다']",0
"['이번', '그룹', '과제', '면서', '다', '들다', '각자', '돈', '을', '좀', '써다', '그냥', '우리', '다모아', '서', '더치페이', '하자']",0
"['좋다', '생각', '이야', '그렇다', '이번', '에', '회계', '내', '가관', '리', '하다', '게다', '비용', '얼마나', '써다', '알다']",0
"['진짜', '그렇다', '그렇다', '정말', '고맙다', '너', '도', '많이', '바쁘다']",0
"['대학교', '를', '들어오다', '그룹', '과제', '정말', '피', '하다', '없다', '같다']",0
"['고등학교', '다니다', '때', '그룹', '과제', '없다', '개인플레이', '라서', '좀더', '편하다', '같다']",0
"['맞다', '그룹', '과제', '면', '서서', '로', '얼굴', '만', '붉다', '감정', '만상', '경우', '차다', '많다']",0
"['응', '그래서', '나다', '최대한', '내', '감정', '배제', '하다', '참여', '하다', '고해']",0
"['너', '제일', '어렵다', '그룹', '과제', '뭐', '이다']",0
"['다', '같다', '이분', '짜다', '영화', '편', '만들다', '그룹', '과제', '제일', '힘들다', '같다']",0
"['영화', '듣기', '만하', '면', '재미있다', '보이다', '데일', '많다', '하다']",0
"['응모', '든', '사람', '일정', '맞추다', '너무', '어렵다', '고다', '영화', '하고는', '관련', '없다', '사람', '이어서', '더', '힘들다', '같다']",0
"['진짜', '그렇다', '그룹', '과제', '같다', '있다']",0
"['응', '다양하다', '전공자', '이모', '여서', '그런', '지', '그룹', '과제', '도', '원래', '와', '다르다', '조금', '더', '신선하다']",0
"['그렇다', '나다', '학기', '에그', '수업', '이나', '들다']",0
"['과목', '교수', '님', '바뀌다', '앞', '으로는', '그룹', '과제', '없다', '모양', '인가', '보다']",0
"['왜', '이번', '에', '바꾸다', '않다', '끄다', '그룹', '과제', '정말', '쥐약', '인데']",0
"['개다', '맞다', '그렇다', '아직', '학기', '초이', '니까', '다르다', '수강신청', '해보다']",0
"['헉', '지금', '통화', '가능하다', '어떡하다', '많이', '아프다']",0
"['곧', '수술', '들어가다', '보다', '교수', '님', '께', '늘다', '말씀드리다', '너무', '미안하다', '발표', '참여', '못', '하다']",0
"['아니다', '괜찮다', '끼리', '대본', '수정', '만', '조금', '면', '되다', '뭐']",0
"['다', '들다', '이번', '그룹', '과', '제', '너', '무수', '고', '많다', '그런', '의미', '에서', '내', '한턱', '쏠다']",0
"['안', '그렇다', '되다', '뭐', '괜찮다']",0
"['아니다', '이번', '학기', '나', '한테', '정말', '중요하다', '너희', '덕분', '에', '받다', '같다']",0
"['너', '도열', '심하다', '해주다', '리그', '냥', '다', '같이', '맛있다', '먹다', '가다']",0
"['교수', '님', '안녕하다', '이번', '에', '그룹', '과제', '조', '를', '맡다', '되다', '김미진', '이다']",0
"['무슨', '일이', '죠', '무슨', '문제', '라도', '있다']",0
"['다르다', '저희', '조', '에문', '제', '좀', '생기다', '수진', '가다', '갑자기', '맹장염', '때문', '에', '수술', '을', '받다', '되어다', '저', '보고', '대신', '교수', '님', '께', '말씀', '부탁드리다', '하다']",0
"['그렇다', '네', '알', '겠다', '그렇다', '조장', '김미진', '양', '맡다', '하다']",0
"['어제', '회의', '거', '회의', '록', '프린트', '해오다']",0
"['고맙다', '미진', '그렇다', '혹시', '오늘', '도부', '탁하다', '되다']",0
"['당연하다', '그렇다', '내', '일도', '여기', '서', '회의', '거', '야']",0
"['아마', '새롭다', '회의실', '을', '잡다', '야하다', '같다', '내일', '여기', '다른사람', '이예', '약하다', '더', '라고']",0
"['안녕하다', '이번', '에', '조조', '장', '과', '이번', '발표', '를', '맡다', '되다', '김미진', '이라고', '하다']",0
"['좋다', '근데', '조금', '목소리', '크다', '야하다', '같다', '미진']",0
"['그렇다', '알다', '그렇다', '해보다', '듣다', '고치다', '야하다', '점', '좀더', '알다']",0
"['응', '지금', '녹음', '도', '하다', '집', '에가', '서한', '번', '들다', '보다']",0
"['그렇다', '오늘', '그룹', '과제', '회의', '여기', '서', '마치', '도록', '하다']",0
"['우리', '이렇게', '가다', '당연하다', '받다', '같다']",0
"['김칫국', '말다', '아직', '갈다', '길이', '멀다']",0
"['그렇다', '근데', '이렇게', '시너지', '좋다', '팀', '도', '드물다', '걸']",0
"['새롭다', '출시', '가습기', '매출', '왜', '낮다', '생각', '하다']",0
"['가습기', '디자인', '특색', '없다', '때문', '이라', '생각', '하다']",0
"['디자인', '을', '당장', '바꾸다', '어떻다', '하다', '좋다']",0
"['다른', '색상', '가습기', '를', '제공', '하다', '좋다', '같다']",0
"['저희', '진행', '하고', '있다', '광고', '캠페인', '예산', '한도', '를', '초과', '하다', '하다']",0
"['비디오', '장비', '예상', '하다', '비용', '더', '들다', '때문', '인', '같다']",0
"['알다', '더', '상의', '비용', '을', '쓰다', '않다', '일', '을', '완료', '하다']",0
"['우리', '회사', '휴대전화기', '매출', '감소', '하고', '있다', '걱정', '이다']",0
"['아마도', '휴대전화기', '배터리', '수명', '너무', '짧다', '후기', '과', '관련', '있다']",0
"['하지만', '이번', '에', '출시', '휴대전화기', '배터리', '기다', '웹사이트', '에', '공지', '로', '올리다', '어떻다', '요']",0
"['좋다', '생각', '이에요', '저희', '문제점', '을', '바로잡다', '고객', '에게', '보이다', '드릴', '필요', '있다']",0
"['구', '매', '이벤트', '로', '배포', '하다', '달력', '진행', '상황', '어떤', '가요']",0
"['대리', '님', '께서', '명시', '하다', '디자인', '작업', '미완료', '하다']",0
"['저희', '사장', '님', '달력', '에', '회사', '제품', '사진', '을', '넣다', '디자인', '수정', '가능하다', '요']",0
"['그렇다', '용하다', '사진', '사본', '을', '이메일', '로', '보내다']",0
"['이번', '신제품', '을', '위해', '디자인', '인쇄', '광고', '샘플', '어떤', '가요']",0
"['제품', '기능', '과', '디자인', '잘', '드럽다', '좋다']",0
"['그러면', '신제품', '인쇄', '광고', '샘플', '수정', '사항', '없다', '같다']",0
"['굳이', '수정', '다', '면', '사진', '화질', '을', '높이', '고', '더', '밝다', '색상', '을사', '용하다', '되다', '같다']",0
"['지난', '분기', '매출', '액', '을', '보다', '우리', '새롭다', '메인', '요리', '성공', '이다', '전채요리', '그만큼', '자다', '팔리다', '않다']",0
