sentence,label
다음댓글이 학력인증 링크가 아니면 걍 좆무식한 빡대가리가 자존심 살려달라고 애원하는 소리로 알고 읽지않은 뒤 씹겠습니다,1
와 진짜 다시들어도 피가 거꾸로 솟는다누구때문에 안전하고 평화롭게 살고있는지한번도 생각을 안해봤다는 소린데시발 미친 김치년들,1
저거 딱봐도찐따새끼가 일진형님 휴대폰번호로 장난치는거같은데,1
미안하다게이야 심적으로는 내가 너보다 수십배는 힘들다 진심이다게이야,1
씹샛길,1
아줌이 왜 좋냐,1
위쪽 뼈에닿을때까지 눌러서 재는거라던데,1
최자 별명  그 뭣같은 노래만 봐도 최자 때문인거 맞는데 은근슬쩍 논점 돌려서 개소리 하는것 보소  통충들이랑 합이 잘 맞아떨어지네,1
틀무새랑 자한당무새들 싹 사라진 신기한 글이네 ,1
쿵쾅이냔들 댓글로 남자인척 하는거 개어이없네  아 물론 니네가 남자처럼 생긴건 맞지만 그래도 남자는 아니야,1
저런 새끼는 그냥 무인도에 조두순이랑 둘이살게해라,1
강한나가 훨씬 아깝다 짱께는 잘생겨도 냄새난다,1
탈김치는 개뿔 김치 성형녀구만,1
이거 완죤 개새끼네너돈으로 해줘,1
와 씨발 진짜 성형했네관심있게 봤음 충분히 이상하다고 느낄 부분이였는데진짜 노짱은 그래도 성형한다고 솔직히 말하고지 눈썹찔린다고 안검하수 했는데이새낀 다 역겹네 거짓말이 아예 베었어 퉷,1
둘다 해당되는거지 지금의 신생아들이 년 정도뒤에 현 대 틀딱이된 정년퇴임자들의 연기금을 매꿔줘야하는데 인구절벽 때문에 그럴 가능성이 거의 없고 그거에 맞춰 법 개정이 될거야 이대로 가면 답이 없음지금부터 아끼지 않으면 시간이 흐리면 흐를수록 더 좆됨,1
아놔 이새기 여기 숨어잇엇네  야 시발새꺄 내가 오늘 이만원 갖고오랫지 뒤질래,1
군대 가기 전에 군대 존나 두렵잖아,1
는 진짜 쓰레기,1
 내가 넷마블 장기에서 승패인데 어찌했냐면 장기도사라는 인공지능프로그램이 있는데 이거 켜놓고 그래로 따라하는거임 존나 나온지오래된 프로그램인데 지는경기가 없음 ,1
스듀 이지영 뺏기고 초상집일건데 ,1
노무노무 쪽팔리겠다,1
씹물,1
지려라,1
박한별 연기 졸라못하네,1
더럽고 추하다,1
사자 명예훼선으로 인터폴 수배 바랍니다,1
너같은놈은 뽑지도 않을듯,1
젊은넘 기 빨아 먹고 회춘,1
그리고 씨발년아 성경침례교회 김경환 목사님도,1
그럼 뇌물현으로떰냐,1
대깨문이랑 일베랑 차이점 뭐냐  하여튼 존시나 웃긴 조직들이야 서로 정의라고 어휴아차이점 대깨문은 문재앙을 신으로 숭배하는점 그점이 차이라고 하면 되겠다,1
미없는련들이 확대해석 줫같이하네 그딴짓 온라인에서 느그들끼리 물빨하면서 한다고 니네 인생이 바뀌냐 현생을 살아 안여돼 씨발련들아,1
그냥 뒤져 빙신아,1
대로 가야지할매를 부르면 우야노,1
나 같으면 입 찢어버렸다,1
암페타민드립 존나 오랜만이네,1
여기 페미꿀꿀이들 몰려왔네 브융신들,1
 ,1
유튜브 자유의창 길거리미터보면 답나옴,1
아는 부부는 임신실패했다더라 걱정 마 날이면 날마다 버뮤다삼각지대안으로 가랭이사이요술램프위마법스틱을 들락날락 위아래윗윗아래로 구슬땀을흘리면 세는 언제가는나올테니까,1
여자분들 다들 살빠진 홍윤화 씨처럼 생기셨을거 같아요 ,1
조샌징이 더 최악임,1
거시키들코로나바이러스 만든 늠들이 백신이야 금방 만들지거시키들,1
답글 글씨체를 봐라 저게 애새끼가 쓴거냐빨갱이새끼가 쓴거지 ,1
우리이니정부의 정치풍자는 차마 할수없당께,1
버닝썬 사건이 엊그제 같은데 나라꼴이 망했구나,1
한국이 하면 빨갱시짓,1
닉이랑 짤 존나 귀엽노,1
니들이 아무리 비하해봤자 존나 잘나가고 있다 정치색은 나도 맘에 안드는데 좆밥들처럼 억지로 깎아내리진말자,1
나중에 바뀔 것을 생각하고 공동명의 주장하는거라고 게이야페미들이 더 나갈 것을 계산하고 있는거야요즘이 아니라 미래를 보고 움직이는거라고그리고 대한민국 하는 꼬라지로 보아 실제로 그렇게 될 가능성도 높음,1
여기 피해망상에 찌든 여자들말 들을 필요 없어요 어차피 얘네는 대한민국 남성이 모두 적인 애들이야 세상 모든게 다 남자 잘못이라고 생각 하는애들,1
지금 유럽 인도 등에서 재확진자 무척 나오는데 우한폐렴 주범인 짱꼴라들이 재확진 안되는것이 이상하다 국가에서 확진자 숫자 통제하는것 같다 뮬란 영화도 내용 등 공산주의에 맞게 통제하는데,1
함대주까,1
조카툰,1
둘이 화장실가서 싸우길,1
대단하시다 년전 일을 미투도 기간을 정해야 될듯 ,1
창녀,1
일베놈들 이참에 박멸가즈아,1
부착연결하는 손잡이 추가 구성하면 셀프컷 졸라 쉬워질거다,1
성형으로 화장으로 속고 자식낳으면 또 통수 ,1
형제의 나라는 개뿔 러시아침공이 무서워서 나토 가입하려고  참전한거임 그것도 터키에서 핏박받는 소수민족들만 나토가입하고 바로 군대 뺐음그리고 때 참전국중에서 가장 강간을 많이 했던 부대가 터키군임,1
정상적인 연애 못해봤으니까 그런 환타지 쓰는거잖아멍청아,1
그냥 쓰레기 너한테 여자는 그냥 성노리개지,1
아가리 똥내로 객사할 듯,1
정치인위에 문재앙,1
퍼 되는 여자들 강한나 테러하네  그만들 하세요 님들 너무 추해 보임,1
와 갓새내기 매장 시킬라고 육갑들 떨고있네진짜면 벌 받아야지만 한사람 말만듣고 왜이럼아이돌들도 일진출신 많잖아 걔네들은 전부 감싸고 일반인은 죽이려드네너거 오빠들 부터 매장 시켜라,1
한화이글스 해산하자 빱,1
외국놈이 죽은거 까지 알아야되냐 그것도 딴따라 음악 만들던 놈인데,1
뽀지,1
나는 글쓴게이 말도 맞다고 본다,1
본사 자체가 성의가 없네 ,1
니 애가 불쌍타너욕하는게아니고 진심임애는 뭔죄냐,1
시봘 존나 웃기네 섹스리스 였는데 야동에 출현해서 섹스하는 거 보고 꼴려서 둘째 임신 ,1
상또라이 대깨문들이 정치꾼들의 판단을 흐려논다,1
 짱깨 유튜버들 어이없는 상황 컨텐츠가 유행임 주작성이 심해서 대부분 티가남 샷시점이 어쩌다 찍은 스냅샷이 아님,1
니에비,1
사기공화국 그지같은나라 망해버렸음곧 망할것같지만,1
존나비싸네 어쩌네 투덜대도 결국 너도나도 사재끼죠 ,1
이러라고좌표찍어준거지 대깨문들이 이런 지령을 잘 알아듣지,1
맞는말했구만 근데 용접은 뭐 쉬운줄아나 등급이하 머가리가 용접하면 파이프터져 철아작나고 글고 말은똑바로 하자 등급 이하 머가리가 먼수로 호주가서 영어하냐 바디토킹으로,1
병들 사기를치던 절도를하던 깜방서 있어봐라 하루라도 빨리 나오고 싶은게 인간에 본성이다죄는미워하고 사람은 똑같다,1
좌파들아 놈현 부하 안희정을 교도소 시킨게 문재앙인데 문재앙을 지지하면 바보등시이지,1
근데 학폭 미투 창피하지도 않나 나 학교다닐때 찐따였소 동네방네 소문내고 다니는거 아님 찐따가 한을 품으면 오뉴월에도 서리가 내린다더니 효린은 재수없게 발목 잡힌거같아 안타깝군,1
지가 패드립 치고 지가 열받고 ,1
왜 연돈만 저지랄이냐 예전에 그 튀김덮밥집도 존나 칭찬했는데 거기도 줄서냐,1
시발 이제 만물 김무성이냐 좌파 새끼들 만물 이명박과 똑같노,1
일반적으로 남자가 저런 상황에 처하는데정작 자기가 쳐해보니 같다 이거지 저러고도평균 남자들 이해못하면 공감능력 제로라는 소리,1
많이 고친녀 ,1
 영화계에선 타율로봄 원빈은 나온영화 다 대박쳤고 다 연기력 좋게 평가받음 장동건은 친구 태극기 빼고 다좆망 원빈은 태극기 아저씨 포함 나온건 다 흥 이 차이야 영화계에선 그래서 원빈  장동건 이렇게봄,1
일단 시장 밀어 버린건 속이다 시원하다 그지 새기들 보상금 한푼이라도 더 쳐 받으려고 쌩 자랄 하는거 꼴배기 싫었는디 ,1
존만한색기,1
 가튼연,1
백인찐따라 그런게 아닐까,1
지겹다 페미들아 신천지나 제일교회나 니들이나 똑같은 사회악덩어리다 니들이 관리안해서 쿵쾅이됫다고차별받는걸 불평등이라고 치부하지마라 역겹고짜증난다 불평등을외칠거면 동등하게외쳐라 남교사는 워리어들모이면서 여교사사건이나 김민때는 한명도안보이냐페미들아,1
에선 좌좀분탕이란 오해를 살 수밖에 없음,1
광우뻥 는 믿고 걸러야된다 문재인 좌파  페미니즘 노조갑질방송 ,1
씹쒜,1
근데 개돼지 중  이상이 음주운전 경험이 있어서 ,1
쉑스,1
고 김주혁님 돌아가셨을때 김주혁님 기사로 인터넷 도배되니까 그 난리치던 엑소의 개집들이었지 아마 ,1
페미들 별테수준봐라 ,1
자한당이 싫어 하는 연예인들은 계속 조질꺼임  김제동 김건모 유재석 다음은 누구냐,1
저거 백퍼 늙어처먹은 좌파틀딱새끼가 승인하거임밑에 일러스터 젊은새끼는 장난삼아 나라를 사랑하는 애국에서 애자에 아이디어 얻어애몽 하는게 아니고 걍 밥먹고 편의점에서 초코에몽 사처먹다가시발 이딴 우유에도 도라에몽있는데 저작권 쯤이야하고 만들었는거임위대가리 새끼들은 애몽에 애자가 애국이랑 비슷하니밀어붙여하고 생각없이 사인한것임이거아니면 문재인이 개새끼,1
박해미정도 글래머면 이혼하고 재결합까지도 얼마안걸릴듯 아직도섹시해서 돈있는영감님들사이에선 최고의인기녀지,1
 들아못하니깐불쌍타,1
이건 본래 중국인들 습성입니다 그냥 본인들과 생각이 다르면 우루루 몰려가 물어뜯고 보는 것 얼마나 미개한가요 그리고 우리 사회에서 그렇게 변질된 집단을 꼽자면 무엇이 있습니까 네 대깨문 맘카페 맘충 꼴페미 모두 좌빨입니다,1
오늘도 쿵쾅이들은 멀쩡한 사람 죽이려고 키보드를 두들깁니다 그 뒤에는 청와대와 여당이 있고요,1
기레기넘 또 나섰네 지금 쓰레기 배추량을 봐라 조금이라도 줄여야 한다 다른 기자들은 이렇게 안썼던데 완전 소비자  마켓팅하는 기업 다 망하는것처럼 썼네 ,1
시집 못가는 여자들 어지간히 부러운갑다,1
찐따들이 일본가서 살고싶어하는거자나,1
작가세퀴가 돌았나어린 내딸들도 보는데 화가치미네확,1
한걸레는 가난한 좃쭝똥일뿐입니다,1
임현주한테 열폭부리는 것들 많넼 하긴 지들은 임현주가 가진 매력의 반의반도없으니 남자못꼬시지,1
나라는 죽어가는데진심 최악,1
보빨남은 더 당해야 한다,1
,1
유튜버만도 못한 정책내면서 나라를 좌지우지에휴 이게  나라냐,1
정신차려 병신년아 너따위는 발가락의 때한테도 못 비빌정도로 예쁜애들이 득실거리는곳이 러시아니까,1
순하고 착하면 남자는 등쳐먹히고 여자는 걸레되기 딱 좋은 듯,1
개때끼,1
옛날 러브스위치에 나왔던 하나경이네 그 프로보면 남자만 나오면 다 자기 이상형이라고 누르던데 그 때 그거 실은 관심 도 없는데 카메라 샷이랑 인터뷰 많이 받을려고 눌러 재낀거 아니냐,1
버짓물,1
아니 이딴걸 뭘 광고를 하고 지럴인지너 혼자 알아도 되는걸우리가 니 백반증까지 기사로 봐야되 설사 변비도 말할거니 고만해라 쫌,1
오늘아침에도 뉴스댓글보니까 매크로 오지게 돌아가더만 팀이몇개나있을지모른다,1
대깨문 일부 사이비신도수준의 따블로골빈당 당원외에 절대다수는 중공땟놈오마이당조선족 포함임 배후에 시진핑 사주 중공대사관영사관공자학원,1
짱개말은 다 구라 ,1
술먹고 판사새끼 죽여도 무죄,1
우아 여그 신고 먹는 벌레들이랑 싱크로율이 거의  에 수렴 하는데,1
여자였으면 국민병신으로 등극하고 팬 도 없이 다 떠낫을텐데 아직도 팬들이 있네,1
미개한 문화,1
좆구녕,1
새꺄,1
구민들이 합심으로 순국선열 엿 먹이는 동네요,1
복싱에선 여태 일본이 많이 쳐발렸다,1
정당한 성인콘텐츠라는 말부터 틀렸어 자식아,1
오늘아침에도 뉴스댓글보니까 매크로 오지게 돌아가더만 팀이몇개나있을지모른다,1
나이묵고 직장 좀 잡고 때 되니 보빨해서 결혼한거고,1
맞아 병신들 딸이나 치노,1
늙은이졉이아직빨딱스나,1
씾팔,1
돈지랄 하지마라뭉가네 네 주머니돈 아니지안냐 잡것들,1
저 작가는 악마의 아들이다 미친 ,1
쪽바리들이 건방지게 수입하라 마라야다 쳐먹어라 너네가 제제도 영원히 풀지말고,1
육갑떨고있네 ,1
뽀개,1
재밌는데 왜  랄들이여,1
꼰대베플만있나하고 연령대봤더니 대들이 대부분,1
쇼타꼬추조아,1
물론 은혜의강 같은 멍청한집단은 욕먹어도 쌈 욕 더먹어야됨,1
기생충들,1
이제 이상민 빚쟁이 캐릭터도 끝난거 아냐이제 블쌍한척 그만해라 솔까 저시키가 빚쟁이들에게 좋은팁 알려줬지 탁재훈은 걍 여자나 꼬시면서 살고 김수미는 왜케 많이 나와 무슨 욕쟁이 할망구 컨셉이냐,1
지네엄마 소개하고잇노 ,1
그 무슨 바람에서 제사지낸다고 템깔아뒀는데 초보자새끼가오더니 그거 다줏어먹는짤 있는놈있냐 개웃기던데 ,1
미치냐 독재정권 구사하네,1
하나를 가르챠주면 하나라도 알면모를까 알긴커녕 지랄부터 하고보는게 한국인임을 잘 보여주는 예구나,1
히잌 기저귀 찬 년들이 군대 군대 주댕이 털고 자빠졌노 ,1
보지도 압축해 제공하라,1
으휴 찌질한 새끼뇌가 신선할때 일을하든 공부를 더 하든 뭐라도좀해라 일베와서 댓글로 저게 자랑이라고 저딴 뻘글 쓰면서 칭찬받을라카지말고,1
니 아들래미가 술쳐먹고 아이들 치고 뺑소니 치는건데 실행 불가능한거 아니냐,1
고현정 배되지가 불러서 그런행동 하는거지돈이 아쉬워서 하는것도 아니니 지맘에 안들면 무뢰한짓 하는거지 뭐가끔 얼굴 까먹을까 드라마 뜨문뜨문 등장하고그냥 접고 동남아나가서 살아라 얼굴도 못생긴게 지꾸 방송탈라고하네,1
너 낚지 모르냐 에구 엠생새끼 라면이나 많이 먹어라 끼니 거르지 말구,1
어찌 마무리가 될런지 갈수록 산으로 가고 있는 드라마 현빈땜에 재미있는데 스토리 잘 이해안됨 특히 게임 잘 모르는 사람들은 ,1
그딴거 필요없어 남이 알든말든 ,1
저 성폭력 당했어요 이게유행이냐 왜 들하고나서 지랄들이야 안할라면 얼마든지 안할수잇거든 이 쪽팔리지도안냐 여자가벼슬이냐,1
씨발 만베받은것중에차렷아재 아들하고 김대중하고 싸우는거파이날판타지게임을 이용하여 합성한거그거 부캐동원 개 준거 생각나네,1
얼굴을 갈아 엎었네,1
씨부럴새끼들 주어는없다,1
경찰버려도 되네 지능 무력 혼자다가능,1
집팔은  존나 신기한 말이네보통 집판 이나 집판매한 이라고 하지않냐,1
손흥민 봐몇 주 전까지 자기들끼리 월클이니 뭐니 빨다인성 논란 터지니 뭘 해도 욕먹고 조롱당함선수 한 명에 감정이입해서 물고 빨고 지랄,1
지들 의견과 맞지않으면 적폐에 제거대상이게 나라다 이게 나라야 대깨문들은 대가리깨져서 뒤져라그냥,1
잘했어 콘돔홍보대사로 발탁해라,1
참 쵸까튼 글자들의 조합일세 에라이 시벌 칵 퉤,1
저새끼 다리 존나 짧네,1
좃밥,1
조선시대 이씨왕조  북빨갱이 김씨왕조,1
멜론에 폭소열차인가 뭐시긴가 원없이 성드립 쳐 놓은 것도 모잘라서 앨범까지 내고 진짜 많이 저급하세요,1
아무것도 아닌것처럼 씨부리면서명의 이전에 목숨거는게 간악해보이는데 그게 아무것도 아니면 지년 애비 집 지분 일부 남자에게 명의 이전 좀시원하게 해주지 그러노 교활한 한국년들,1
메이웨더는 순 깜둥이인데 잘생긴편이고목소리도  멋짐자기 직업벌이에 프라이드도 높은편이고무엇보다 엄청 노력하는 편이지그래서 멋있음,1
갑자기 씹창렬됨 개새끼들,1
씹넘,1
과대포장이나 규제해라 등신들아,1
내 동기중에 팀장다는 새끼는 산술적으로  밖에 안되 병신새끼야,1
특히 인터넷쇼핑 좆같은문자랑 번호 입력할 필요없이 지문한번 갖다대면 되는게 좋다,1
둘다 일베충들이 못하는건데,1
도그       내가 할수있는 욕이 여기까지인게 속상하다,1
진짜 내 일도 아닌데 암 걸릴 거 같아서 못 보겠다  백종원 대신 암 걸릴 거 같아,1
김나영 발톱의 때만큼도 못사는것들이 불쌍하다고 응원한대  니들이 더 불쌍해 니들 시궁창 인생이나 좀 보살피렴 ,1
저기서 환대만받아서그렇지 년말살고왔으면,1
얼마나 우리나라를 빙신으로 보는지를 알수있내요 역시 인간이하인것들과는 상종을 말아야 한다,1
삼성전자 부장으로 퇴사했는데 떡볶이 장사한다고 말이 됨 글로벌 초대형 기업 디렉터급 출신이 퇴사했다고 할 일이 그것밖에 없냐 좃나 무능한가보네,1
미모같은소리하네 미모가 다 얼어죽었다,1
정말 재정신이 아닌넘,1
저런 놈년들 안봤으면 한다,1
그런적없다 구라쳐서 다른게이들 속이기 시도 하시겠재 병신,1
음란,1
여기 글쓴 극우들 아마 빨갱이들이 내려오면 제일 먼저 인공기들고 광분할걸  서울 함락때 김일성 만세 호외뿌린 좃선일보처럼,1
아이템메니아,1
저 또라이잘난척 겉멋은에굴 불쌍타구속해서 사형판결내려라,1
지금도 벗방수준인데,1
뭐래 븅신이  통계가 뜬건데 니 뇌피셜이 아니라 통계라고 ,1
그냥 돼지년들,1
죽어 죽어,1
땜쟁이 들 게 데는거  꿀잼이노,1
한남이 한남한것이 당연하지 설리만 억울한 피해자,1
게색끼,1
애나 잘 키워 이혼이 자랑이냐,1
최자나 개코나 유유상종이구나 쓰레들,1
솔까 못 생김 흑인 주제에,1
전라도랑은살기힘들지 차라리 강아지랑살지,1
베이비부머 전부 뒤져야 가능한 일이다 한국에선,1
 이제는 폐업할때  좌빨의 선동만이 남아있는 쓰레기 ,1
대깨문은 생각이란걸 포기한 무뇌아다,1
한다 나도 저새기싫어서,1
좌배 까는건 ,1
그냥 자,1
쓰뷀,1
폰쌕,1
그래서 그렇게 사람들 괴롭히구 그랫구나 유명하던데 지랄스러움이 아파서 그랫구나,1
내 딸한테는 보수적인 된다는 홍석천씨우리도 평범한 부모이기에 우리 자녀한테는 동성애나 퀴어축제같은 것들을 못 하게 하고 싶답니다 이해하시죠,1
제작진들이 도라이들이네 애미추한테 청탁들어왔냐 화제좀 돌려봐라고 이런걸 다큐라고 찍고있나 부모도 이상한사람이네 최자한테 다뒤집어씌우고 최자씨도 피해자라고정신나간 방송국 놈들,1
어디 가둬놓고 불태워죽여버렀음,1
현장 다니면서 뭐가 중한지 봐라  돼지만도 못한 충들아 누가 죽어 나자빠져야 어이구 죽었네 할래 ,1
진짜 미개하다 그런 북괴를 빨고 있는 문재앙미개하다 미개해,1
하며 뒷짐지고 싸우는척 하는 웰빙 샛끼들 천지 삐까리란다,1
당직병을 쑤시면 황희만 바보 되는거 아니냐 열심히 쑤셔라 문슬람 역시 지능이 그 수준이냐,1
내가 세금 안내면 너 같은 동사무소에서 프린트나 하는 새끼는 월급 못받고 굶어 뒈져야 돼 병신새끼야,1
남자들 열폭 심하네요 여자들 눈에는 알베르토 그냥 잘생기고 멋있고 능력있고 인성 좋고 똑똑한 남자로 보임,1
영화는영화다 영화자체로만보길 댓글잡소리 시끄럽네,1
수달은 조개를 깨먹어여병신들아책 않읽는티를 내요부끄러운 줄들 아세요,1
니 애미도 장애인임,1
여성신문 진짜 네이버에 안보이게 못하냐 진짜 이 끼들은 내놓는 기사마다 다 이따위여,1
니미 애미 씹보지 븅신아 ,1
개후장,1
노노재팬인데 쪽바리년놈들두 까야지 조센징들아,1
무표정일때 눈빛이 약간 양아치 같은 느낌이 있었는데 역시 관상은 틀리지 않어  해병대 출신은 왜다 저렇냐 ,1
저년이 누군데 야동배우냐,1
끝난건아는데 다시보고또보고 이지랄하길래요,1
앞으로 인생에 그거보다 더한일이 많을텐데 남자답게 잊고 그시간에 자기일하세요,1
빠구리,1
아 이 개병신새끼씨발,1
이 신발 시키들이   ,1
테러가하는 조선족짱깨대깨문들 모조리 잡아들여 콩밥 먹여야한다 이대로 나두면 앞으로도 피해자들 더 늘어날것이다,1
쪽바리앞잡이야 너거나라가라 꺼져,1
여기서도 문재앙 이지랄들 하네 정치병 에반데 문재인 싫은건 나도 싫은데 굳이 여기에서까지 들을,1
개망나니 또 결혼  재앙이다 문재앙,1
십시끼,1
남편이 이병헌이라는게 흠이지,1
돼지페미악플러년들이 죽여놓고 남탓은 ,1
악플 단 메갈 년들이 문제지 남자들은 설리 다 좋아함,1
틀딱 씨발새끼들아 다꺼져라 냄새나니까,1
삶은소대가리에 담배불 아주 훌륭한 작품이네,1
좆밥,1
대 여자들이 나이값못하고 현빈 멋있다고 하악하악 거리는거 개극혐당신들의 튀어나온 뱃살과 흉측한 얼굴을보고 반성하길바람,1
정답  빤스목사 가 헌금 을,1
대깨 문들은 문죄인 손잡고 북한가서 살아 니들 신앙심 투철하잖냐문천지,1
얘도 화사도 성상품화맞다 괜히여자인척 젠더갈등 조장하지마라뒤에너희들말이야 세상이이따위로돌아가는데 딸가진부모 속이 참도편하겠다 술집여자도아니고 옷이저게뭐냐,1
한놈 두놈이 나발 불었으니 대깨문들이 주구장창 떼지어 나대겠지 양아치 두목 같은 문가는 뒤에서 밀어주고쯔쯔쯔,1
썩을년,1
좌빨 개    드라마 북한군을 미화시키는 드러운 드라마,1
틀딱이네  먹을 나이 됐다,1
새들 세금 겆어가서 엄한데다 뿌리며 선심쓰는척하네,1
 쉰들 대중교통이 더 밀집 구역인데 어케,1
이놈의 문과 코로나로 정치하는 들 기독교 전광훈 프레임 씌우기로 지들 책임 전과하고 자영업자들 다 죽이고 이제와서 단계죽은다음에 무슨소용 일부러 다 죽게만들어놓고서악마새끼야,1
개쇄끼,1
 연기대상으로 이유리줘라 내용은 허접했어도 연기로는 아무도 못깐다 올해 드리마 시청률위인데 말다했다,1
설리가 이뻐서 질투하는 한녀들 겁나 많네  이쁜게 부러우면 부럽다고해,1
저 사람 완치 됐고 문제는 티그가 아닌 씨오투 용접사였는데 마스크 따위 일절 안 쓰고 하다가 저 지경 된거  요즘 마스크 조올라 좋지 짱깨발 문세먼지도 확실히 시켜주고,1
나도 인치 사려고요새 플스하는데 화면 좆만해보여서,1
와이지는 진짜 밥맛이야연습생을 물건취급해,1
딸딸이만 권장하는 대한민국,1
 년대 선생들 단골멘트인데 공부못하면 공장이나가 영상에서 저지랄했으니,1
꼴리지는 않고 그냥 존나 귀엽다,1
친목도모하는것도 아니고 그만하고 기부나 쳐해,1
벼엉신,1
나만한 세입자없음 씨발,1
신상까고 업계에서 제명당하게 해야 함재미로 입 함부로 놀린 대가를 치르게 해야 함,1
아니 수천억 가져야 버는돈을 박가린 존못  가 비슷하게범  프로 슈수료 떼기전 억  이해가 가냐 나이도 존나 많은년인데 누가 쏘는거야,1
머래 병신새끼,1
씹쉐이,1
아 왜 쿵쾅이들이 결혼뉴스에 유독  거리는지알겠다  지들은 뚱뚱하고 못생겨서 결혼절대못하니까 ,1
스포츠 머리 난이도 존내 높다옆머리 뜨는 것은 다운펌하는게 맞다셀프 컷 하면 뒷머리 좃같다,1
대구경북은 원래 병신이고 광주는 피해자라는 전라도 출신 백은종 ,1
쟤는 레알 됨요즘같이 성관련 처벌 심하게하는때에죄질이 안좋아도 너무 안좋음제발 몇십년 감방에서 썩었음좋겠다,1
이미 스스로들이 사람이길 포기한 벌레들 이에요,1
어딜가나 또라이들은 있음,1
한심하다 진짜 연예스포츠 기사 댓글 못다니깐사회 기사서 랄 들이네 각자 인생들이나 신경써라 제발 악플로 사람 그만죽이고,1
이게 정준영 잘못임당연히 걸린이상 연예인 인생도 끝난셈인데 어떤 이 저걸 공장초기화를 안하겠어강아지같은 경찰분들이 제대로 수사를 안한거지 ,1
숏패딩 존나 클론임슬랙스 반스 조합 이상으로 클론임,1
문재앙 폭탄 왁스 토나왔스 한걸레 오마이가스레인지 비둘기집단 개정은 꿀정숙 몬스터엑소 레드카펫 핫핑크,1
연출만 잘했을 뿐이지 내용은 황후급 막장중에 막장저런 자극적은 막장 드라마 그만보고 남자친구 한번 봐보세요 힐링이 뭔지 명품드라마가 뭔지알게됨,1
부랄,1
운알못들아 저건 싼타페도 개씹새끼인거 맞아 저딴 경우는 나만 살면 되지라는 희대의 개새끼임,1
저위에 추잡한것 한놈과 한년 사진 내려라,1
개섺,1
좀물,1
이제 교회나가자 게이야,1
전부터 매니저 티비나오는거 보니까 꼬름하게생긴게 좀 모자라 보이드라 운전도 못해보이고 졸음운전으로 본다,1
몸이 화났다고 발정났나 무슨 개같은소리 쳐하노,1
석천이형 진짜 좋으신분 같은데 애들 입장에서는 게이삼촌이 입양한거에 대해서 부끄럽고 쪽팔릴수도 있을듯 싶어요 저였으면 챙피해서 학교 못다녔어요,1
씹,1
유유상종이라고 종북좌빨 시키들  어떻게든 딸랑거리고 지원하지 못해 안달하는 문씨 패거리 시키들 니들이 졸라 빨아대는 지상천국 현실이다 니들 이런 것 하고 싶어서 그리 개재랄 떠는거냐 이게 니들 인권수준이냐  그러고는 지들이 무에 독재저항 민주화 세력이라네 정의를 외치네  에라이 게토레이 시키들아 니들은 이리 당해봐야 알겠냐 ,1
유재석 노래 음식점에서 맘충들이 흥얼거리고 존나 따라부르던데 가만히 들어보니까 잘부르는 것 같기도 하고,1
김어준이 진짜 사기꾼이지,1
나이에 걸맞게 쳐 놀아라 이제 마흔이 넘었는데 언제까지나 귀여운 척 할래 ,1
너 애기 때 자는데 밤에 아빠가 물 마시러 나가다 코 밟았나보다불쌍해서 야,1
아니래자나 구원파면 또 왜 박진영이 죄 졌냐 양은이파 칠성파 이런거 아니잖아 노란리본 쳐달고 다니는 개돼지들이 사이비종교보다 더 빡세게 세뇌 당한 애들 아니냐 솔까,1
버리고 갔네  간혹 산에 노견들 버리고 감,1
저말이 틀렸냐고 대깨문들아 팩트로맞으니 아프니,1
자연미인도 아닌게 네이버일마들 자꾸 띄우는겨 지겹네 아오,1
이런상간년들하고파람피우는게 바로니신랑이란다,1
성형할때부터 뭐지 싶었는데 은근 자존감 낮나 봄 근 년간 세계를 재패한 빙상 여왕이라 외모따위 개나 주라고 해도 수긍만번 할 판국인데 성형하고 남친이 강남,1
개쒝,1
응 근데  고졸 무스펙인데 따도 할수있으려나 모르겠다 다시 노가다나 해야하나,1
보수가 또 주작을 주작이 없으면 일베를 못와요문재인되고 부동산 시대 저물었다고 집팔았다네 망상해서 일베오니 좋겠네,1
하나 더 니들은 꼼짝도 안하고 누워있는 주제에 왜 이렇게 바라는건 또 많으세요  남성의 성 매커니즘과 쾌락 포인트에 대해서도 니들 아랫도리 주장하는 반 만큼은 고민해보나요  ,1
용접 타일 도배 이딴게 뭔 기술이야 병신들아머리자르는 깍새도 기술이냐,1
닥쳐 이련아 너가 제일 많이 했을거 같아,1
토착 왜구 강남,1
일개 도시수장이 한나라의 국방에 대해 왈가불가 할 자격이 있나 주제넘게 나대네 역시 홍어형 협찬인생 씨발 수준답다,1
아니 잘못은 마이크로닷 부모가 했는데왜 홍수현을 욕하냐고 미친 퀴들 아이가,1
막지무지 존나귀엽다 나 맨날보는데,1
지들이 무식한건 지들 잘못이지 왜 남들한테 그 잘못을 씌우냐고 시발아,1
술이식기전 아,1
상식적으로 생가해봐 조재현 처럼 잘생긴 배우가 뭐가 아쉬워 성폭행 하냐 뇌가 있냐 꼴페미년들아 한 남들은 전부 못생겻다며 그럼 잘생긴 조재현은 떠 받들어 줘야 정상이지,1
개썅연,1
앞으로 경찰들 다 없애고 건물주가 불법단속하면 로 다 잡겠네 조선일보 기자야 너흰 신문사엔 불법없냐 그걸 모를일 없쟎아,1
그래도 이번 감독이 저 년 병풍처럼 거의 지워버림,1
